Soybean Oil	Dec 03	0	2003-06-05 00:00:00.000	21.6000	2003-05-27 00:00:00.000	21.7000	60.00
Soybean Oil	Dec 03	0	2003-06-18 00:00:00.000	21.9100	2003-05-28 00:00:00.000	21.5800	-198.00
Soybean Oil	Dec 03	0	2003-06-18 00:00:00.000	21.9100	2003-06-02 00:00:00.000	21.6200	-174.00
Soybean Oil	Dec 03	0	2003-06-30 00:00:00.000	21.0500	2003-06-10 00:00:00.000	21.6000	330.00
Soybean Oil	Dec 03	0	2003-06-30 00:00:00.000	21.0500	2003-06-12 00:00:00.000	21.7200	402.00
Soybean Oil	Dec 03	0	2003-07-02 00:00:00.000	21.9900	2003-06-16 00:00:00.000	21.5500	-264.00
Soybean Oil	Dec 03	0	2003-07-02 00:00:00.000	21.9900	2003-06-16 00:00:00.000	21.5500	-264.00
Soybean Oil	Dec 03	0	2003-07-02 00:00:00.000	21.9900	2003-06-16 00:00:00.000	21.5500	-264.00
Soybean Oil	Dec 03	0	2003-07-09 00:00:00.000	21.2000	2003-06-23 00:00:00.000	21.9300	438.00
Soybean Oil	Dec 03	0	2003-07-18 00:00:00.000	20.0800	2003-06-23 00:00:00.000	21.9300	1110.00
Soybean Oil	Dec 03	0	2003-07-18 00:00:00.000	20.0800	2003-06-23 00:00:00.000	21.9300	1110.00
Soybean Oil	Dec 03	0	2003-07-22 00:00:00.000	19.8200	2003-06-23 00:00:00.000	21.9300	1266.00
Soybean Oil	Dec 03	0	2003-07-28 00:00:00.000	19.6000	2003-06-24 00:00:00.000	21.9700	1422.00
Soybean Oil	Dec 03	0	2003-07-29 00:00:00.000	19.4600	2003-06-27 00:00:00.000	21.2500	1074.00
Soybean Oil	Dec 03	0	2003-08-04 00:00:00.000	19.0500	2003-07-03 00:00:00.000	21.7800	1638.00
Soybean Oil	Dec 03	0	2003-08-04 00:00:00.000	19.0500	2003-07-07 00:00:00.000	21.0600	1206.00
Soybean Oil	Dec 03	0	2003-08-07 00:00:00.000	19.2300	2003-07-07 00:00:00.000	21.0600	1098.00
Soybean Oil	Dec 03	0	2003-08-13 00:00:00.000	19.5000	2003-07-24 00:00:00.000	19.6000	60.00
Soybean Oil	Dec 03	0	2003-08-15 00:00:00.000	19.3500	2003-07-24 00:00:00.000	19.6000	150.00
Soybean Oil	Dec 03	0	2003-08-19 00:00:00.000	19.9000	2003-08-26 00:00:00.000	20.1000	120.00
Soybean Oil	Dec 03	0	2003-08-19 00:00:00.000	19.9000	2003-08-26 00:00:00.000	20.1000	120.00
Soybean Oil	Dec 03	0	2003-09-12 00:00:00.000	21.8500	2003-08-26 00:00:00.000	20.1000	-1050.00
Soybean Oil	Dec 03	0	2003-09-12 00:00:00.000	21.8500	2003-08-26 00:00:00.000	20.1000	-1050.00
Soybean Oil	Dec 03	0	2003-09-12 00:00:00.000	21.8500	2003-08-26 00:00:00.000	20.1000	-1050.00
Soybean Oil	Dec 03	0	2003-09-15 00:00:00.000	22.1200	2003-08-26 00:00:00.000	20.1000	-1212.00
Soybean Oil	Dec 03	0	2003-09-18 00:00:00.000	22.8500	2003-08-26 00:00:00.000	20.1000	-1650.00
Soybean Oil	Dec 03	0	2003-09-18 00:00:00.000	22.8500	2003-09-03 00:00:00.000	20.5300	-1392.00
Soybean Oil	Dec 03	0	2003-09-18 00:00:00.000	22.8500	2003-09-08 00:00:00.000	20.8200	-1218.00
Soybean Oil	Dec 03	0	2003-09-18 00:00:00.000	22.8500	2003-09-08 00:00:00.000	20.8200	-1218.00
Soybean Oil	Dec 03	0	2003-09-18 00:00:00.000	22.8500	2003-09-08 00:00:00.000	20.8200	-1218.00
Soybean Oil	Dec 03	0	2003-09-18 00:00:00.000	22.8500	2003-09-08 00:00:00.000	20.8200	-1218.00
Soybean Oil	Dec 03	0	2003-09-18 00:00:00.000	22.8500	2003-09-08 00:00:00.000	20.8200	-1218.00
Soybean Oil	Dec 03	0	2003-09-18 00:00:00.000	22.8500	2003-09-08 00:00:00.000	20.8200	-1218.00
Soybean Oil	Dec 03	0	2003-09-18 00:00:00.000	22.8500	2003-09-08 00:00:00.000	20.8200	-1218.00
Soybean Oil	Dec 03	0	2003-09-23 00:00:00.000	23.7100	2003-09-17 00:00:00.000	22.3200	-834.00
Soybean Oil	Dec 03	0	2003-10-10 00:00:00.000	25.8300	2003-09-24 00:00:00.000	23.9500	-1128.00
Soybean Oil	Dec 03	0	2003-10-10 00:00:00.000	25.8300	2003-09-26 00:00:00.000	23.6800	-1290.00
Soybean Oil	Dec 03	0	2003-10-10 00:00:00.000	25.8300	2003-09-26 00:00:00.000	23.6800	-1290.00
Soybean Oil	Dec 03	0	2003-10-10 00:00:00.000	25.8300	2003-09-29 00:00:00.000	23.9600	-1122.00
Soybean Oil	Dec 03	0	2003-10-10 00:00:00.000	25.8300	2003-10-06 00:00:00.000	24.6000	-738.00
Soybean Oil	Dec 03	0	2003-10-10 00:00:00.000	25.8300	2003-10-09 00:00:00.000	24.9500	-528.00
